product_id,product_name,category,subcategory,brand,price,cost,supplier_id,region,created_date,updated_date
20,Classic Blue Coat,Socks,Women,Gap,524.55,377.78,47,New York,2025-10-02,2025-10-02
21,Comfortable Gray Jacket,Sweaters,Kids,Tommy Hilfiger,178.81,111.79,49,New Jersey,2025-10-02,2025-10-02
22,Trendy Pink Tee,Blouses,Women,Ralph Lauren,503.59,320.37,77,Ohio,2025-10-02,2025-10-02
23,Stylish Red Shorts,Sweaters,Women,Banana Republic,379.36,288.94,49,New Jersey,2025-10-02,2025-10-02
24,Vintage Pink Tee,Pants,Unisex,Uniqlo,426.39,302.19,34,Illinois,2025-10-02,2025-10-02
25,Designer Gray Cap,Jackets,Kids,Forever 21,218.36,151.67,76,New Jersey,2025-10-02,2025-10-02
26,Classic Pink Sneakers,Jeans,Kids,Puma,714.81,352.82,66,Texas,2025-10-02,2025-10-02
27,Basic Black Jacket,Jeans,Women,Levi's,253.73,145.87,94,Washington,2025-10-02,2025-10-02
28,Designer Red Necklace,Shoes,Women,Levi's,568.82,344.39,30,Pennsylvania,2025-10-02,2025-10-02
29,Premium Black Socks,Underwear,Unisex,Banana Republic,489.36,230.34,36,California,2025-10-02,2025-10-02
30,Casual Black Cap,Accessories,Women,Gap,163.64,123.8,39,Texas,2025-10-02,2025-10-02
31,Sporty Red Skirt,T-Shirts,Women,Ralph Lauren,160.55,105.15,63,Michigan,2025-10-02,2025-10-02
32,Modern Pink Skirt,Shoes,Kids,Nike,286.21,159.89,75,Michigan,2025-10-02,2025-10-02
33,Casual Black Sweater,Pants,Unisex,Ralph Lauren,697.79,310.1,38,Florida,2025-10-02,2025-10-02
34,Basic Navy Coat,T-Shirts,Kids,Levi's,734.16,394.92,47,Michigan,2025-10-02,2025-10-02
35,Elegant Green Sweater,Jackets,Kids,Levi's,342.69,234.88,22,North Carolina,2025-10-02,2025-10-02
36,Elegant Gray Sweater,Pants,Women,Gucci,263.18,154.68,43,Georgia,2025-10-02,2025-10-02
37,Comfortable Blue Blouse,Shoes,Men,Nike,415.4,224.01,9,Virginia,2025-10-02,2025-10-02
38,Vintage Black Tee,Underwear,Men,Nike,597.48,408.69,89,Florida,2025-10-02,2025-10-02
39,Elegant Pink Bra,Underwear,Men,Puma,364.68,274.35,86,Texas,2025-10-02,2025-10-02
40,Comfortable Green Socks,Shoes,Unisex,Uniqlo,793.74,566.05,32,North Carolina,2025-10-02,2025-10-02
41,Vintage Pink Sneakers,Sweaters,Kids,Nike,463.43,296.4,6,Florida,2025-10-02,2025-10-02
42,Vintage Blue Skirt,Hats,Kids,Nike,710.27,295.15,13,Illinois,2025-10-02,2025-10-02
43,Trendy Pink Necklace,Socks,Kids,H&M,703.36,492.3,33,Illinois,2025-10-02,2025-10-02
44,Premium Pink Dress,Skirts,Unisex,Zara,461.0,205.87,54,New Jersey,2025-10-02,2025-10-02
45,Classic Red Bra,Coats,Kids,Tommy Hilfiger,584.38,457.18,79,Arizona,2025-10-02,2025-10-02
46,Casual Red Necklace,Jeans,Kids,Tommy Hilfiger,329.81,261.85,7,California,2025-10-02,2025-10-02
47,Modern Gray Sneakers,Pants,Women,Gucci,697.92,339.51,48,Arizona,2025-10-02,2025-10-02
48,Sporty Green Sneakers,Blouses,Women,H&M,314.97,128.1,58,Illinois,2025-10-02,2025-10-02
49,Vintage Green Tee,Blouses,Unisex,Uniqlo,795.81,605.91,80,Ohio,2025-10-02,2025-10-02
50,Elegant Pink Tee,Socks,Kids,Nike,337.28,192.34,30,Pennsylvania,2025-10-02,2025-10-02
51,Elegant Black Sweater,Underwear,Kids,Tommy Hilfiger,213.15,119.98,18,Florida,2025-10-02,2025-10-02
52,Elegant Black Tee,T-Shirts,Women,Nike,636.93,501.79,43,Washington,2025-10-02,2025-10-02
53,Designer Navy Socks,Skirts,Women,Gucci,522.48,239.02,23,Massachusetts,2025-10-02,2025-10-02
54,Designer Black Jacket,Socks,Men,H&M,528.79,284.67,49,Florida,2025-10-02,2025-10-02
55,Sporty Red Tee,Dresses,Men,Forever 21,180.04,73.63,48,Florida,2025-10-02,2025-10-02
56,Sporty Pink Shorts,Underwear,Kids,Nike,427.8,278.81,3,Pennsylvania,2025-10-02,2025-10-02
57,Elegant Green Dress,Blouses,Men,Puma,345.76,156.45,78,Virginia,2025-10-02,2025-10-02
58,Designer Black Dress,Skirts,Women,Tommy Hilfiger,590.28,236.96,72,California,2025-10-02,2025-10-02
59,Classic Black Skirt,Coats,Kids,Adidas,278.72,148.27,47,New York,2025-10-02,2025-10-02
60,Casual Blue Sweater,Hats,Women,Adidas,415.85,217.61,65,California,2025-10-02,2025-10-02
61,Modern Navy Necklace,Pants,Kids,Adidas,514.06,384.56,63,Ohio,2025-10-02,2025-10-02
62,Trendy Blue Shorts,Shorts,Kids,H&M,156.99,121.24,96,Michigan,2025-10-02,2025-10-02
63,Trendy Red Coat,Blouses,Women,Old Navy,496.38,276.51,82,New York,2025-10-02,2025-10-02
64,Sporty Red Pants,Coats,Women,Gap,351.52,199.77,25,Michigan,2025-10-02,2025-10-02
65,Premium Green Blouse,Jeans,Unisex,Old Navy,69.35,41.93,52,Illinois,2025-10-02,2025-10-02
66,Trendy Blue Jeans,T-Shirts,Unisex,H&M,516.16,214.74,75,New York,2025-10-02,2025-10-02
67,Premium Black Sneakers,Jeans,Women,Forever 21,140.03,69.62,54,North Carolina,2025-10-02,2025-10-02
68,Classic Blue Shorts,Sweaters,Kids,Ralph Lauren,437.09,249.03,53,Virginia,2025-10-02,2025-10-02
69,Vintage Red Dress,Skirts,Unisex,H&M,751.83,534.98,19,New York,2025-10-02,2025-10-02
70,Classic Green Cap,T-Shirts,Kids,Old Navy,621.48,348.62,64,Texas,2025-10-02,2025-10-02
71,Stylish Pink Cap,Sweaters,Women,Zara,202.78,113.58,83,Texas,2025-10-02,2025-10-02
72,Comfortable Red Skirt,Sweaters,Kids,H&M,283.78,208.88,70,Pennsylvania,2025-10-02,2025-10-02
73,Premium Blue Coat,Accessories,Men,Old Navy,75.77,33.38,17,Pennsylvania,2025-10-02,2025-10-02
74,Elegant Red Tee,T-Shirts,Kids,Old Navy,303.51,189.67,56,Illinois,2025-10-02,2025-10-02
75,Premium Navy Jacket,Sweaters,Unisex,Tommy Hilfiger,524.42,384.48,99,Pennsylvania,2025-10-02,2025-10-02
76,Trendy Black Tee,Shoes,Men,Puma,466.01,266.35,37,Washington,2025-10-02,2025-10-02
77,Comfortable Black Coat,Blouses,Women,Levi's,398.18,275.7,74,North Carolina,2025-10-02,2025-10-02
78,Designer Green Shorts,Pants,Unisex,Levi's,393.59,253.5,39,Pennsylvania,2025-10-02,2025-10-02
79,Classic Gray Jeans,Hats,Men,Uniqlo,207.74,144.57,20,Pennsylvania,2025-10-02,2025-10-02
80,Classic Blue Blouse,Underwear,Men,Puma,727.56,409.97,39,Washington,2025-10-02,2025-10-02
81,Casual Green Jacket,Shoes,Kids,Gucci,365.88,156.18,9,Massachusetts,2025-10-02,2025-10-02
82,Basic Red Jeans,Jeans,Men,Adidas,516.1,252.89,11,Michigan,2025-10-02,2025-10-02
83,Classic Black Bra,Blouses,Kids,Zara,386.88,246.06,29,North Carolina,2025-10-02,2025-10-02
84,Classic Pink Sneakers,Pants,Men,Gucci,471.93,252.88,33,Washington,2025-10-02,2025-10-02
85,Classic Blue Sweater,Jackets,Kids,Zara,540.01,412.36,77,Virginia,2025-10-02,2025-10-02
86,Basic Gray Shorts,Pants,Women,Uniqlo,621.59,454.63,45,Florida,2025-10-02,2025-10-02
87,Designer Green Pants,Jeans,Unisex,Old Navy,527.74,393.5,65,Florida,2025-10-02,2025-10-02
88,Trendy Blue Sweater,Shoes,Unisex,Uniqlo,626.26,298.12,57,Florida,2025-10-02,2025-10-02
89,Designer Pink Shorts,Sweaters,Women,Tommy Hilfiger,336.95,212.35,100,New Jersey,2025-10-02,2025-10-02
90,Trendy Red Sneakers,Blouses,Unisex,Puma,106.3,62.69,48,New York,2025-10-02,2025-10-02
91,Comfortable Pink Coat,Socks,Kids,Banana Republic,28.85,21.87,38,Illinois,2025-10-02,2025-10-02
92,Designer Pink Coat,Dresses,Kids,Uniqlo,799.13,471.23,93,Pennsylvania,2025-10-02,2025-10-02
93,Premium Black Dress,Shoes,Men,Old Navy,666.9,310.13,30,California,2025-10-02,2025-10-02
94,Stylish Navy Jacket,Jeans,Kids,H&M,30.9,15.2,78,Michigan,2025-10-02,2025-10-02
95,Comfortable Green Skirt,Pants,Men,Nike,341.21,162.81,55,Georgia,2025-10-02,2025-10-02
96,Modern Navy Jacket,T-Shirts,Men,Old Navy,345.86,170.65,60,Ohio,2025-10-02,2025-10-02
97,Premium Green Jacket,Jeans,Men,Zara,529.49,225.75,94,Texas,2025-10-02,2025-10-02
98,Designer Gray Sneakers,Shorts,Men,Old Navy,171.59,96.59,88,North Carolina,2025-10-02,2025-10-02
99,Vintage Blue Socks,Shorts,Men,H&M,143.04,78.05,38,California,2025-10-02,2025-10-02
100,Premium Navy Socks,Underwear,Men,Gucci,763.69,608.52,89,Arizona,2025-10-02,2025-10-02
101,Designer Green Bra,Underwear,Unisex,Banana Republic,733.54,563.57,32,Massachusetts,2025-10-02,2025-10-02
102,Classic Blue Socks,Accessories,Kids,H&M,775.33,520.6,80,New Jersey,2025-10-02,2025-10-02
103,Modern Green Jeans,Hats,Unisex,H&M,527.15,255.53,15,Texas,2025-10-02,2025-10-02
104,Elegant Red Blouse,Jeans,Men,Gucci,526.87,384.75,36,Arizona,2025-10-02,2025-10-02
105,Modern Navy Tee,Coats,Men,Tommy Hilfiger,475.05,239.01,20,Ohio,2025-10-02,2025-10-02
106,Comfortable Green Sneakers,Shorts,Women,Banana Republic,732.04,395.87,57,Pennsylvania,2025-10-02,2025-10-02
107,Sporty Navy Dress,Dresses,Men,Gap,360.92,167.13,71,New Jersey,2025-10-02,2025-10-02
108,Comfortable Navy Blouse,Shorts,Men,Forever 21,720.68,294.5,60,Ohio,2025-10-02,2025-10-02
109,Elegant Black Dress,Jeans,Unisex,Gucci,776.51,375.66,68,Massachusetts,2025-10-02,2025-10-02
110,Elegant Gray Bra,Coats,Unisex,Uniqlo,514.87,210.95,59,Illinois,2025-10-02,2025-10-02
111,Classic Red Blouse,Socks,Women,Ralph Lauren,149.23,89.55,87,Virginia,2025-10-02,2025-10-02
112,Trendy Red Jacket,Coats,Unisex,Old Navy,349.7,225.28,65,New York,2025-10-02,2025-10-02
113,Designer White Blouse,Coats,Unisex,H&M,487.29,240.07,37,Georgia,2025-10-02,2025-10-02
114,Elegant Pink Tee,Shoes,Men,H&M,290.71,171.65,94,New York,2025-10-02,2025-10-02
115,Elegant Navy Sneakers,Jeans,Men,Puma,450.61,298.54,95,Pennsylvania,2025-10-02,2025-10-02
116,Designer Green Bra,T-Shirts,Kids,Levi's,650.91,343.35,18,Florida,2025-10-02,2025-10-02
117,Casual Pink Pants,Blouses,Men,Puma,242.54,123.33,43,Washington,2025-10-02,2025-10-02
118,Comfortable Pink Coat,T-Shirts,Kids,Ralph Lauren,606.25,278.3,63,Virginia,2025-10-02,2025-10-02
119,Classic Green Tee,Jeans,Kids,Puma,400.51,198.47,60,New York,2025-10-02,2025-10-02
120,Elegant Blue Blouse,Socks,Women,Levi's,580.0,450.22,75,Texas,2025-10-02,2025-10-02
121,Trendy Black Cap,Sweaters,Kids,Tommy Hilfiger,92.41,43.2,78,Virginia,2025-10-02,2025-10-02
122,Comfortable Blue Cap,Jeans,Men,Levi's,336.53,238.69,78,Massachusetts,2025-10-02,2025-10-02
123,Sporty Black Shorts,Hats,Men,Gap,244.33,134.78,77,Massachusetts,2025-10-02,2025-10-02
124,Basic Black Pants,Accessories,Women,Gap,159.91,120.93,14,California,2025-10-02,2025-10-02
125,Vintage Red Socks,Skirts,Unisex,Banana Republic,340.5,141.32,72,Pennsylvania,2025-10-02,2025-10-02
126,Trendy Blue Necklace,Pants,Kids,Ralph Lauren,763.18,326.38,27,Massachusetts,2025-10-02,2025-10-02
127,Trendy Blue Sweater,Socks,Kids,Uniqlo,748.68,564.45,64,Virginia,2025-10-02,2025-10-02
128,Elegant Blue Bra,Coats,Women,Levi's,681.76,438.91,80,Ohio,2025-10-02,2025-10-02
129,Casual Red Tee,Underwear,Women,Zara,189.97,142.38,78,Arizona,2025-10-02,2025-10-02
130,Vintage Gray Tee,Hats,Unisex,Adidas,652.64,318.33,88,Massachusetts,2025-10-02,2025-10-02
131,Elegant Navy Blouse,Dresses,Unisex,H&M,525.56,268.3,1,California,2025-10-02,2025-10-02
132,Stylish Blue Blouse,Coats,Women,Tommy Hilfiger,650.95,322.67,80,Texas,2025-10-02,2025-10-02
133,Basic Navy Jacket,Blouses,Kids,H&M,407.44,227.08,76,California,2025-10-02,2025-10-02
134,Trendy White Pants,Pants,Kids,Adidas,293.79,227.21,42,Virginia,2025-10-02,2025-10-02
135,Elegant Blue Coat,Shoes,Kids,Tommy Hilfiger,118.31,59.75,83,California,2025-10-02,2025-10-02
136,Casual Navy Coat,Sweaters,Kids,Tommy Hilfiger,361.88,225.55,33,North Carolina,2025-10-02,2025-10-02
137,Designer Gray Jeans,Underwear,Kids,Forever 21,150.09,61.51,94,Texas,2025-10-02,2025-10-02
138,Elegant Green Socks,Socks,Women,Gap,131.35,105.08,59,New York,2025-10-02,2025-10-02
139,Premium Gray Dress,Jackets,Men,Ralph Lauren,618.34,463.13,48,Florida,2025-10-02,2025-10-02
140,Trendy Gray Cap,Shorts,Women,Gucci,25.61,19.38,31,California,2025-10-02,2025-10-02
141,Classic Blue Sneakers,Shorts,Women,Puma,316.74,136.75,22,Michigan,2025-10-02,2025-10-02
142,Comfortable Navy Pants,Shoes,Kids,Puma,265.55,137.09,64,Texas,2025-10-02,2025-10-02
143,Stylish Pink Blouse,Shoes,Kids,Gucci,378.95,176.27,87,New Jersey,2025-10-02,2025-10-02
144,Basic Blue Bra,Accessories,Women,Gap,655.98,267.28,31,Michigan,2025-10-02,2025-10-02
145,Designer Blue Socks,Socks,Kids,Uniqlo,723.9,304.81,69,Illinois,2025-10-02,2025-10-02
146,Trendy Red Skirt,Underwear,Men,Nike,389.85,170.67,93,Massachusetts,2025-10-02,2025-10-02
147,Basic Pink Shorts,Dresses,Men,Nike,432.61,204.14,89,Arizona,2025-10-02,2025-10-02
148,Elegant Gray Socks,Underwear,Women,Forever 21,22.36,11.08,3,Georgia,2025-10-02,2025-10-02
149,Classic Blue Bra,Shoes,Kids,Adidas,167.62,89.69,68,Pennsylvania,2025-10-02,2025-10-02
150,Classic Black Shorts,Sweaters,Women,Forever 21,383.51,167.81,71,North Carolina,2025-10-02,2025-10-02
151,Comfortable Navy Shorts,Accessories,Men,Levi's,383.75,180.35,16,New Jersey,2025-10-02,2025-10-02
152,Stylish Black Necklace,Shoes,Kids,Uniqlo,407.56,308.75,26,North Carolina,2025-10-02,2025-10-02
153,Premium Black Necklace,Dresses,Women,Nike,541.6,292.53,28,Pennsylvania,2025-10-02,2025-10-02
154,Casual White Sneakers,Shoes,Men,Uniqlo,435.19,230.11,24,California,2025-10-02,2025-10-02
155,Trendy Black Blouse,Sweaters,Women,H&M,83.73,45.38,52,New York,2025-10-02,2025-10-02
156,Casual Red Skirt,Underwear,Men,Gucci,306.25,135.3,86,Michigan,2025-10-02,2025-10-02
157,Premium Black Cap,Coats,Kids,Adidas,620.37,406.66,15,Florida,2025-10-02,2025-10-02
158,Trendy Black Bra,Hats,Unisex,H&M,218.79,124.52,73,North Carolina,2025-10-02,2025-10-02
159,Vintage White Blouse,Pants,Women,Gap,101.0,45.72,78,California,2025-10-02,2025-10-02
160,Designer White Pants,Pants,Kids,Nike,503.84,282.85,23,Texas,2025-10-02,2025-10-02
161,Casual Red Sneakers,Accessories,Kids,Uniqlo,68.4,47.29,2,Michigan,2025-10-02,2025-10-02
162,Modern White Jeans,Pants,Women,Uniqlo,253.32,158.25,91,California,2025-10-02,2025-10-02
163,Stylish Navy Bra,Dresses,Unisex,Gucci,787.5,365.55,44,Arizona,2025-10-02,2025-10-02
164,Modern Gray Coat,Blouses,Unisex,Ralph Lauren,157.73,74.59,9,Florida,2025-10-02,2025-10-02
165,Sporty Pink Jeans,Dresses,Unisex,Adidas,362.37,232.42,14,Pennsylvania,2025-10-02,2025-10-02
166,Classic White Jacket,Underwear,Women,Banana Republic,250.84,179.51,53,New York,2025-10-02,2025-10-02
167,Premium Blue Necklace,Underwear,Kids,H&M,553.73,306.05,22,Virginia,2025-10-02,2025-10-02
168,Sporty Red Cap,Socks,Men,Levi's,793.52,336.92,50,Arizona,2025-10-02,2025-10-02
169,Classic Red Blouse,Pants,Men,Levi's,302.52,139.36,51,Arizona,2025-10-02,2025-10-02
170,Classic White Socks,Accessories,Kids,Nike,534.63,250.25,57,Florida,2025-10-02,2025-10-02
171,Premium Black Sneakers,Underwear,Women,Ralph Lauren,638.13,424.59,21,Pennsylvania,2025-10-02,2025-10-02
172,Basic Navy Skirt,Underwear,Kids,Gap,256.73,109.16,81,Massachusetts,2025-10-02,2025-10-02
173,Elegant Navy Skirt,Accessories,Kids,Nike,498.16,383.34,78,Washington,2025-10-02,2025-10-02
174,Designer Pink Tee,Shorts,Men,Nike,351.07,222.26,23,Washington,2025-10-02,2025-10-02
175,Trendy Pink Tee,Underwear,Women,Levi's,647.45,298.21,73,Arizona,2025-10-02,2025-10-02
176,Sporty Black Necklace,Skirts,Women,Zara,551.13,338.98,10,Washington,2025-10-02,2025-10-02
177,Sporty Blue Socks,Dresses,Men,Tommy Hilfiger,327.32,152.25,8,Texas,2025-10-02,2025-10-02
178,Stylish Green Jacket,Shorts,Women,Old Navy,359.2,178.3,8,California,2025-10-02,2025-10-02
179,Vintage Red Tee,Coats,Kids,Gap,224.73,177.58,86,Pennsylvania,2025-10-02,2025-10-02
180,Premium Green Shorts,Shoes,Unisex,H&M,458.67,274.52,23,Michigan,2025-10-02,2025-10-02
181,Designer Pink Shorts,Shorts,Kids,Uniqlo,70.21,53.2,100,Georgia,2025-10-02,2025-10-02
182,Modern Gray Jacket,Shoes,Men,Old Navy,616.24,366.69,76,Texas,2025-10-02,2025-10-02
183,Premium Gray Socks,Coats,Women,Zara,611.3,400.92,86,California,2025-10-02,2025-10-02
184,Classic Gray Pants,Shorts,Unisex,H&M,730.95,302.81,76,Massachusetts,2025-10-02,2025-10-02
185,Comfortable White Dress,Shoes,Unisex,Gap,138.7,101.03,93,Georgia,2025-10-02,2025-10-02
186,Classic White Bra,T-Shirts,Men,Zara,556.85,399.52,20,Pennsylvania,2025-10-02,2025-10-02
187,Sporty Navy Pants,Skirts,Kids,Zara,721.12,485.98,45,Washington,2025-10-02,2025-10-02
188,Trendy Pink Socks,Hats,Men,Tommy Hilfiger,557.53,354.7,53,Illinois,2025-10-02,2025-10-02
189,Classic Blue Sweater,Shoes,Kids,Old Navy,440.15,200.89,67,New Jersey,2025-10-02,2025-10-02
190,Modern White Pants,Sweaters,Women,Tommy Hilfiger,491.81,233.9,24,Virginia,2025-10-02,2025-10-02
191,Casual Green Skirt,Shoes,Kids,Nike,499.92,328.7,83,New York,2025-10-02,2025-10-02
192,Premium Blue Bra,Socks,Kids,Gap,299.31,229.98,100,Georgia,2025-10-02,2025-10-02
193,Vintage Red Coat,Shorts,Unisex,Old Navy,527.83,349.86,57,Pennsylvania,2025-10-02,2025-10-02
194,Modern Gray Tee,Socks,Unisex,Adidas,205.92,155.67,73,Illinois,2025-10-02,2025-10-02
195,Elegant Pink Sneakers,Dresses,Kids,Tommy Hilfiger,261.67,176.04,46,Virginia,2025-10-02,2025-10-02
196,Premium Blue Coat,Hats,Men,Old Navy,562.46,300.4,14,Florida,2025-10-02,2025-10-02
197,Stylish Navy Skirt,Jackets,Kids,Uniqlo,272.2,170.04,50,New York,2025-10-02,2025-10-02
198,Sporty Blue Necklace,Jackets,Men,Gucci,57.7,27.33,84,New Jersey,2025-10-02,2025-10-02
199,Designer Pink Socks,Jeans,Men,Zara,523.01,418.22,25,New York,2025-10-02,2025-10-02
200,Sporty Red Skirt,Jackets,Men,Gap,214.81,166.0,47,Massachusetts,2025-10-02,2025-10-02
201,Casual Black Skirt,T-Shirts,Women,Uniqlo,476.47,332.97,42,Pennsylvania,2025-10-02,2025-10-02
202,Trendy Red Necklace,Socks,Women,Nike,369.02,203.9,79,Pennsylvania,2025-10-02,2025-10-02
203,Classic Red Jacket,Underwear,Men,Tommy Hilfiger,742.01,311.82,15,Illinois,2025-10-02,2025-10-02
204,Basic White Skirt,Skirts,Men,Gap,371.04,180.86,62,Virginia,2025-10-02,2025-10-02
205,Comfortable Black Coat,Socks,Kids,Forever 21,497.01,392.98,70,Texas,2025-10-02,2025-10-02
206,Vintage Green Dress,Shorts,Unisex,Uniqlo,179.44,136.88,10,California,2025-10-02,2025-10-02
207,Classic White Jeans,Jeans,Kids,Old Navy,643.62,299.49,40,Massachusetts,2025-10-02,2025-10-02
208,Designer Red Jacket,T-Shirts,Women,Adidas,621.28,481.2,13,Virginia,2025-10-02,2025-10-02
209,Designer Blue Pants,Dresses,Women,Tommy Hilfiger,315.09,168.53,24,New Jersey,2025-10-02,2025-10-02
210,Modern Gray Pants,Jackets,Kids,Levi's,752.18,312.42,91,Arizona,2025-10-02,2025-10-02
211,Designer Red Dress,Accessories,Women,Banana Republic,722.9,553.4,49,Pennsylvania,2025-10-02,2025-10-02
212,Trendy Pink Cap,Hats,Men,Ralph Lauren,748.9,518.17,91,Ohio,2025-10-02,2025-10-02
213,Casual Blue Necklace,T-Shirts,Women,Banana Republic,295.2,133.69,90,Arizona,2025-10-02,2025-10-02
214,Comfortable Gray Socks,Hats,Men,Ralph Lauren,745.42,357.31,89,Illinois,2025-10-02,2025-10-02
215,Casual Green Sneakers,Blouses,Women,Puma,739.62,445.1,27,Florida,2025-10-02,2025-10-02
216,Modern Pink Necklace,Dresses,Kids,Gucci,258.81,189.21,77,Florida,2025-10-02,2025-10-02
217,Stylish Gray Blouse,Jackets,Women,Puma,672.98,477.74,82,Virginia,2025-10-02,2025-10-02
218,Modern Blue Bra,Socks,Kids,Banana Republic,790.58,540.73,10,Florida,2025-10-02,2025-10-02
219,Trendy Gray Cap,Shoes,Men,Gucci,358.72,229.37,45,Florida,2025-10-02,2025-10-02
220,Comfortable Green Coat,Dresses,Women,Gucci,494.11,226.44,29,Georgia,2025-10-02,2025-10-02
221,Designer Blue Tee,Jackets,Men,Uniqlo,605.87,372.56,86,Ohio,2025-10-02,2025-10-02
222,Premium Gray Sweater,Dresses,Men,Tommy Hilfiger,138.83,58.46,57,Georgia,2025-10-02,2025-10-02
223,Vintage Navy Shorts,T-Shirts,Women,Gap,320.96,198.57,62,Massachusetts,2025-10-02,2025-10-02
224,Trendy Black Sweater,Skirts,Unisex,Tommy Hilfiger,256.35,109.56,51,Pennsylvania,2025-10-02,2025-10-02
225,Basic Black Tee,T-Shirts,Kids,Gap,150.79,93.65,14,Virginia,2025-10-02,2025-10-02
226,Sporty Pink Tee,Jackets,Men,Uniqlo,614.0,276.47,61,California,2025-10-02,2025-10-02
227,Comfortable Blue Dress,Accessories,Unisex,Ralph Lauren,353.26,229.69,94,Texas,2025-10-02,2025-10-02
228,Elegant Navy Dress,Dresses,Kids,Zara,358.79,248.82,59,North Carolina,2025-10-02,2025-10-02
229,Modern Navy Shorts,Hats,Men,Banana Republic,140.4,94.48,84,Virginia,2025-10-02,2025-10-02
230,Modern Blue Sweater,Underwear,Unisex,Uniqlo,219.55,149.05,33,North Carolina,2025-10-02,2025-10-02
231,Casual White Coat,Socks,Unisex,Uniqlo,543.95,401.44,77,Texas,2025-10-02,2025-10-02
232,Comfortable Navy Sneakers,Skirts,Kids,Adidas,111.43,58.83,45,Washington,2025-10-02,2025-10-02
233,Basic Gray Socks,Shoes,Women,Gap,731.55,428.16,99,Georgia,2025-10-02,2025-10-02
234,Comfortable Navy Dress,Accessories,Men,H&M,627.5,476.12,47,Florida,2025-10-02,2025-10-02
235,Elegant Red Blouse,Jeans,Kids,Old Navy,200.12,149.52,92,Massachusetts,2025-10-02,2025-10-02
236,Classic Navy Sneakers,Accessories,Women,Gucci,137.38,70.21,71,Florida,2025-10-02,2025-10-02
237,Basic White Tee,Underwear,Men,Old Navy,621.08,287.87,66,Pennsylvania,2025-10-02,2025-10-02
238,Stylish Gray Sneakers,Underwear,Kids,Ralph Lauren,446.62,296.8,52,Arizona,2025-10-02,2025-10-02
239,Premium Black Shorts,Skirts,Kids,Levi's,620.01,464.31,15,Michigan,2025-10-02,2025-10-02
240,Elegant Blue Sneakers,T-Shirts,Men,Nike,69.39,29.96,66,New York,2025-10-02,2025-10-02
241,Designer Green Jacket,Socks,Unisex,Forever 21,27.87,18.9,89,Arizona,2025-10-02,2025-10-02
242,Comfortable Blue Jacket,Sweaters,Kids,Old Navy,460.89,355.27,52,New Jersey,2025-10-02,2025-10-02
243,Vintage Red Sweater,Shoes,Kids,Ralph Lauren,50.02,34.5,3,Michigan,2025-10-02,2025-10-02
244,Basic Red Jeans,Accessories,Men,Nike,572.63,345.71,78,Arizona,2025-10-02,2025-10-02
245,Comfortable Green Sweater,Shorts,Men,H&M,578.12,265.03,51,Virginia,2025-10-02,2025-10-02
246,Elegant White Cap,Dresses,Women,Tommy Hilfiger,468.83,345.05,55,California,2025-10-02,2025-10-02
247,Modern Red Sweater,Jeans,Unisex,Puma,81.78,45.87,33,Pennsylvania,2025-10-02,2025-10-02
248,Sporty Pink Dress,Dresses,Unisex,Levi's,175.58,92.7,22,Illinois,2025-10-02,2025-10-02
