product_id,name,category,brand,price,description
67,Designer Pink Coat,Hats,Adidas,119.16,"A stylish designer pink coat from Adidas, perfect for everyday wear."
68,Trendy Pink Cap,Jeans,Forever 21,424.41,"A versatile trendy pink cap from Forever 21, perfect for everyday wear."
69,Modern Pink Blouse,Blouses,Old Navy,93.81,"A stylish modern pink blouse from Old Navy, perfect for everyday wear."
70,Elegant White Coat,Pants,Old Navy,49.72,"A versatile elegant white coat from Old Navy, perfect for everyday wear."
71,Elegant Green Pants,Jackets,Nike,448.2,"A versatile elegant green pants from Nike, perfect for everyday wear."
72,Premium Navy Blouse,Shorts,Old Navy,534.74,"A high-quality premium navy blouse from Old Navy, perfect for everyday wear."
73,Vintage Green Bra,Coats,Tommy Hilfiger,489.44,"A versatile vintage green bra from Tommy Hilfiger, perfect for everyday wear."
74,Sporty Black Socks,Shorts,Tommy Hilfiger,790.81,"A versatile sporty black socks from Tommy Hilfiger, perfect for everyday wear."
75,Basic Black Bra,Sweaters,Gap,115.39,"A high-quality basic black bra from Gap, perfect for everyday wear."
76,Elegant Blue Jacket,Accessories,Nike,453.46,"A stylish elegant blue jacket from Nike, perfect for everyday wear."
77,Modern Black Coat,Underwear,Uniqlo,184.71,"A comfortable modern black coat from Uniqlo, perfect for everyday wear."
78,Designer Gray Bra,Hats,Old Navy,792.18,"A high-quality designer gray bra from Old Navy, perfect for everyday wear."
79,Stylish Black Bra,Shorts,H&M,289.09,"A stylish stylish black bra from H&M, perfect for everyday wear."
80,Casual Blue Skirt,Dresses,Uniqlo,448.54,"A high-quality casual blue skirt from Uniqlo, perfect for everyday wear."
81,Premium Pink Sweater,Jeans,Tommy Hilfiger,703.12,"A high-quality premium pink sweater from Tommy Hilfiger, perfect for everyday wear."
82,Stylish Blue Socks,Dresses,Gucci,475.61,"A high-quality stylish blue socks from Gucci, perfect for everyday wear."
83,Comfortable Red Socks,Hats,Gucci,787.96,"A versatile comfortable red socks from Gucci, perfect for everyday wear."
84,Modern Navy Sneakers,Hats,Old Navy,371.59,"A stylish modern navy sneakers from Old Navy, perfect for everyday wear."
85,Trendy Blue Blouse,Coats,Adidas,679.58,"A comfortable trendy blue blouse from Adidas, perfect for everyday wear."
86,Designer Gray Tee,Jackets,Gucci,184.96,"A versatile designer gray tee from Gucci, perfect for everyday wear."
87,Comfortable Navy Shorts,Pants,Gap,654.81,"A stylish comfortable navy shorts from Gap, perfect for everyday wear."
88,Vintage Pink Dress,Jeans,Uniqlo,613.73,"A stylish vintage pink dress from Uniqlo, perfect for everyday wear."
89,Comfortable Black Cap,Socks,Forever 21,204.14,"A comfortable comfortable black cap from Forever 21, perfect for everyday wear."
90,Designer Red Dress,Dresses,Ralph Lauren,559.35,"A comfortable designer red dress from Ralph Lauren, perfect for everyday wear."
91,Modern White Necklace,Sweaters,Forever 21,595.43,"A high-quality modern white necklace from Forever 21, perfect for everyday wear."
92,Vintage Green Cap,Dresses,Puma,743.65,"A stylish vintage green cap from Puma, perfect for everyday wear."
93,Sporty Red Sweater,Pants,Uniqlo,135.74,"A versatile sporty red sweater from Uniqlo, perfect for everyday wear."
94,Modern Navy Dress,Underwear,Nike,779.28,"A stylish modern navy dress from Nike, perfect for everyday wear."
95,Sporty Red Blouse,Underwear,Gucci,222.18,"A high-quality sporty red blouse from Gucci, perfect for everyday wear."
96,Premium Gray Necklace,Dresses,Tommy Hilfiger,345.47,"A comfortable premium gray necklace from Tommy Hilfiger, perfect for everyday wear."
97,Basic Green Jacket,Socks,Tommy Hilfiger,297.42,"A versatile basic green jacket from Tommy Hilfiger, perfect for everyday wear."
98,Designer Pink Blouse,Underwear,Puma,91.93,"A versatile designer pink blouse from Puma, perfect for everyday wear."
99,Stylish Black Shorts,Jackets,Old Navy,707.4,"A stylish stylish black shorts from Old Navy, perfect for everyday wear."
100,Vintage Red Skirt,Shorts,Old Navy,422.62,"A high-quality vintage red skirt from Old Navy, perfect for everyday wear."
101,Elegant Blue Bra,Jackets,Banana Republic,403.46,"A comfortable elegant blue bra from Banana Republic, perfect for everyday wear."
102,Stylish White Necklace,Coats,H&M,75.4,"A high-quality stylish white necklace from H&M, perfect for everyday wear."
103,Casual Pink Bra,Blouses,Old Navy,312.64,"A high-quality casual pink bra from Old Navy, perfect for everyday wear."
104,Designer Blue Cap,Hats,Adidas,499.73,"A high-quality designer blue cap from Adidas, perfect for everyday wear."
105,Casual White Pants,Jackets,Puma,384.44,"A high-quality casual white pants from Puma, perfect for everyday wear."
106,Comfortable Navy Shorts,T-Shirts,Puma,762.2,"A high-quality comfortable navy shorts from Puma, perfect for everyday wear."
107,Modern Gray Jacket,Accessories,Adidas,347.73,"A comfortable modern gray jacket from Adidas, perfect for everyday wear."
108,Comfortable Gray Blouse,Socks,Ralph Lauren,651.66,"A comfortable comfortable gray blouse from Ralph Lauren, perfect for everyday wear."
109,Stylish White Blouse,Accessories,Ralph Lauren,775.46,"A stylish stylish white blouse from Ralph Lauren, perfect for everyday wear."
110,Basic Green Cap,Hats,Banana Republic,61.85,"A stylish basic green cap from Banana Republic, perfect for everyday wear."
111,Basic Navy Blouse,Pants,Gap,78.91,"A versatile basic navy blouse from Gap, perfect for everyday wear."
112,Stylish Gray Socks,Pants,Zara,125.93,"A stylish stylish gray socks from Zara, perfect for everyday wear."
113,Trendy Gray Necklace,Jeans,Gap,556.8,"A stylish trendy gray necklace from Gap, perfect for everyday wear."
114,Basic Blue Blouse,Hats,H&M,569.32,"A versatile basic blue blouse from H&M, perfect for everyday wear."
115,Trendy Red Sneakers,Jeans,Gap,732.67,"A versatile trendy red sneakers from Gap, perfect for everyday wear."
116,Classic Pink Skirt,Socks,Ralph Lauren,528.42,"A comfortable classic pink skirt from Ralph Lauren, perfect for everyday wear."
117,Casual Navy Jacket,Pants,Nike,535.77,"A versatile casual navy jacket from Nike, perfect for everyday wear."
118,Vintage Gray Sneakers,Hats,Forever 21,790.05,"A stylish vintage gray sneakers from Forever 21, perfect for everyday wear."
119,Classic Navy Jeans,Sweaters,Uniqlo,646.13,"A comfortable classic navy jeans from Uniqlo, perfect for everyday wear."
120,Classic Red Cap,Jackets,Zara,119.48,"A comfortable classic red cap from Zara, perfect for everyday wear."
121,Sporty Green Jeans,Coats,Nike,794.24,"A high-quality sporty green jeans from Nike, perfect for everyday wear."
122,Elegant Gray Pants,Shorts,Puma,598.75,"A comfortable elegant gray pants from Puma, perfect for everyday wear."
123,Trendy Pink Jeans,Socks,Nike,619.56,"A stylish trendy pink jeans from Nike, perfect for everyday wear."
124,Basic Blue Jeans,Sweaters,Banana Republic,206.2,"A high-quality basic blue jeans from Banana Republic, perfect for everyday wear."
125,Designer Green Sweater,Accessories,H&M,567.67,"A high-quality designer green sweater from H&M, perfect for everyday wear."
126,Stylish White Shorts,Hats,Old Navy,183.25,"A versatile stylish white shorts from Old Navy, perfect for everyday wear."
127,Designer Black Bra,Hats,Zara,553.19,"A comfortable designer black bra from Zara, perfect for everyday wear."
128,Comfortable Navy Blouse,Underwear,Tommy Hilfiger,553.82,"A high-quality comfortable navy blouse from Tommy Hilfiger, perfect for everyday wear."
129,Sporty Navy Blouse,Jackets,Nike,515.55,"A comfortable sporty navy blouse from Nike, perfect for everyday wear."
130,Casual Black Shorts,Shoes,Nike,436.72,"A versatile casual black shorts from Nike, perfect for everyday wear."
131,Sporty Gray Dress,Accessories,Adidas,618.03,"A versatile sporty gray dress from Adidas, perfect for everyday wear."
132,Premium Blue Dress,Dresses,H&M,743.53,"A stylish premium blue dress from H&M, perfect for everyday wear."
133,Elegant Red Bra,Dresses,Gucci,66.24,"A high-quality elegant red bra from Gucci, perfect for everyday wear."
134,Basic Blue Coat,Pants,Tommy Hilfiger,166.77,"A comfortable basic blue coat from Tommy Hilfiger, perfect for everyday wear."
135,Vintage Navy Bra,Shoes,Nike,233.76,"A high-quality vintage navy bra from Nike, perfect for everyday wear."
136,Basic Gray Pants,Skirts,Puma,790.83,"A comfortable basic gray pants from Puma, perfect for everyday wear."
137,Designer Pink Pants,Pants,Nike,137.75,"A comfortable designer pink pants from Nike, perfect for everyday wear."
138,Vintage Black Tee,Shoes,Tommy Hilfiger,359.94,"A high-quality vintage black tee from Tommy Hilfiger, perfect for everyday wear."
139,Trendy Blue Socks,Shoes,Zara,144.02,"A high-quality trendy blue socks from Zara, perfect for everyday wear."
140,Premium Red Jacket,Shorts,H&M,110.66,"A versatile premium red jacket from H&M, perfect for everyday wear."
141,Comfortable Red Socks,Pants,Banana Republic,218.85,"A versatile comfortable red socks from Banana Republic, perfect for everyday wear."
142,Sporty Red Sweater,Hats,Forever 21,591.15,"A versatile sporty red sweater from Forever 21, perfect for everyday wear."
143,Basic Navy Bra,Shorts,Gap,453.18,"A stylish basic navy bra from Gap, perfect for everyday wear."
144,Casual Black Tee,Jeans,Zara,712.87,"A stylish casual black tee from Zara, perfect for everyday wear."
145,Premium Black Bra,Underwear,Zara,130.01,"A stylish premium black bra from Zara, perfect for everyday wear."
146,Designer Black Dress,Jeans,Old Navy,235.88,"A comfortable designer black dress from Old Navy, perfect for everyday wear."
147,Modern White Dress,Jeans,Adidas,744.18,"A versatile modern white dress from Adidas, perfect for everyday wear."
148,Comfortable Blue Sweater,Shorts,Adidas,248.39,"A versatile comfortable blue sweater from Adidas, perfect for everyday wear."
149,Comfortable Pink Bra,Skirts,Nike,656.98,"A stylish comfortable pink bra from Nike, perfect for everyday wear."
150,Trendy Black Necklace,Blouses,Tommy Hilfiger,416.33,"A high-quality trendy black necklace from Tommy Hilfiger, perfect for everyday wear."
151,Basic Black Socks,Socks,Adidas,788.2,"A comfortable basic black socks from Adidas, perfect for everyday wear."
152,Classic Blue Sweater,Shoes,Puma,490.03,"A versatile classic blue sweater from Puma, perfect for everyday wear."
153,Premium Green Cap,Skirts,Nike,403.95,"A versatile premium green cap from Nike, perfect for everyday wear."
154,Designer Black Blouse,Blouses,Adidas,582.5,"A high-quality designer black blouse from Adidas, perfect for everyday wear."
155,Basic Navy Blouse,Accessories,Tommy Hilfiger,479.2,"A stylish basic navy blouse from Tommy Hilfiger, perfect for everyday wear."
156,Casual Black Jacket,T-Shirts,Levi's,409.68,"A high-quality casual black jacket from Levi's, perfect for everyday wear."
157,Stylish Blue Necklace,Hats,Banana Republic,792.56,"A stylish stylish blue necklace from Banana Republic, perfect for everyday wear."
158,Comfortable Black Bra,Shoes,Banana Republic,754.21,"A comfortable comfortable black bra from Banana Republic, perfect for everyday wear."
159,Premium Navy Jacket,Pants,Uniqlo,437.02,"A comfortable premium navy jacket from Uniqlo, perfect for everyday wear."
160,Comfortable Green Sweater,Pants,Uniqlo,143.8,"A stylish comfortable green sweater from Uniqlo, perfect for everyday wear."
161,Modern White Necklace,Pants,Tommy Hilfiger,221.47,"A comfortable modern white necklace from Tommy Hilfiger, perfect for everyday wear."
162,Comfortable Navy Pants,Sweaters,Levi's,293.26,"A stylish comfortable navy pants from Levi's, perfect for everyday wear."
163,Trendy Navy Coat,Jeans,Zara,456.77,"A stylish trendy navy coat from Zara, perfect for everyday wear."
164,Premium Black Dress,Shorts,Puma,438.86,"A comfortable premium black dress from Puma, perfect for everyday wear."
165,Sporty Red Necklace,Hats,Adidas,92.3,"A high-quality sporty red necklace from Adidas, perfect for everyday wear."
166,Modern Blue Skirt,Dresses,Levi's,325.72,"A comfortable modern blue skirt from Levi's, perfect for everyday wear."
167,Elegant Pink Dress,Coats,Nike,353.26,"A versatile elegant pink dress from Nike, perfect for everyday wear."
168,Basic Black Tee,Skirts,Old Navy,402.08,"A comfortable basic black tee from Old Navy, perfect for everyday wear."
169,Stylish Green Pants,T-Shirts,Nike,287.93,"A comfortable stylish green pants from Nike, perfect for everyday wear."
170,Elegant Blue Coat,Shoes,H&M,105.7,"A stylish elegant blue coat from H&M, perfect for everyday wear."
171,Premium Black Socks,Hats,Banana Republic,409.81,"A versatile premium black socks from Banana Republic, perfect for everyday wear."
172,Modern Pink Jacket,Hats,H&M,493.76,"A versatile modern pink jacket from H&M, perfect for everyday wear."
173,Elegant Gray Bra,Dresses,H&M,344.7,"A stylish elegant gray bra from H&M, perfect for everyday wear."
174,Comfortable Blue Necklace,Pants,Tommy Hilfiger,191.95,"A versatile comfortable blue necklace from Tommy Hilfiger, perfect for everyday wear."
175,Casual Blue Cap,Accessories,Gucci,36.5,"A comfortable casual blue cap from Gucci, perfect for everyday wear."
176,Basic Black Jeans,Shoes,Puma,76.9,"A versatile basic black jeans from Puma, perfect for everyday wear."
177,Comfortable Navy Jacket,Pants,Gap,86.19,"A high-quality comfortable navy jacket from Gap, perfect for everyday wear."
178,Basic White Coat,Coats,Ralph Lauren,149.61,"A high-quality basic white coat from Ralph Lauren, perfect for everyday wear."
179,Basic Black Jeans,Accessories,Uniqlo,137.57,"A versatile basic black jeans from Uniqlo, perfect for everyday wear."
180,Vintage Red Bra,Dresses,Forever 21,190.94,"A comfortable vintage red bra from Forever 21, perfect for everyday wear."
181,Stylish Blue Skirt,Shorts,H&M,796.53,"A versatile stylish blue skirt from H&M, perfect for everyday wear."
182,Premium Pink Necklace,Accessories,Forever 21,509.54,"A comfortable premium pink necklace from Forever 21, perfect for everyday wear."
183,Comfortable Green Necklace,Socks,Puma,705.73,"A stylish comfortable green necklace from Puma, perfect for everyday wear."
184,Casual White Pants,Pants,Zara,103.1,"A versatile casual white pants from Zara, perfect for everyday wear."
185,Basic White Blouse,Underwear,Forever 21,696.17,"A versatile basic white blouse from Forever 21, perfect for everyday wear."
186,Premium Black Sneakers,Shoes,Forever 21,172.38,"A stylish premium black sneakers from Forever 21, perfect for everyday wear."
187,Trendy Pink Skirt,Jackets,Zara,364.42,"A stylish trendy pink skirt from Zara, perfect for everyday wear."
188,Casual Red Dress,Underwear,Banana Republic,209.65,"A comfortable casual red dress from Banana Republic, perfect for everyday wear."
189,Modern Green Skirt,Underwear,Levi's,285.57,"A comfortable modern green skirt from Levi's, perfect for everyday wear."
190,Basic White Jeans,T-Shirts,Adidas,798.22,"A comfortable basic white jeans from Adidas, perfect for everyday wear."
191,Casual Gray Sweater,Pants,Levi's,132.37,"A high-quality casual gray sweater from Levi's, perfect for everyday wear."
192,Stylish Gray Blouse,Pants,Old Navy,196.97,"A stylish stylish gray blouse from Old Navy, perfect for everyday wear."
193,Classic Navy Tee,Skirts,Ralph Lauren,735.57,"A high-quality classic navy tee from Ralph Lauren, perfect for everyday wear."
194,Comfortable White Skirt,Underwear,Zara,330.13,"A high-quality comfortable white skirt from Zara, perfect for everyday wear."
195,Designer Navy Shorts,Blouses,Gucci,316.04,"A versatile designer navy shorts from Gucci, perfect for everyday wear."
196,Sporty White Sweater,T-Shirts,H&M,586.59,"A stylish sporty white sweater from H&M, perfect for everyday wear."
197,Classic Pink Bra,Pants,Banana Republic,190.57,"A versatile classic pink bra from Banana Republic, perfect for everyday wear."
198,Premium Pink Sneakers,Socks,Adidas,616.59,"A comfortable premium pink sneakers from Adidas, perfect for everyday wear."
199,Elegant White Sneakers,Skirts,Old Navy,687.09,"A high-quality elegant white sneakers from Old Navy, perfect for everyday wear."
200,Comfortable Red Sweater,Dresses,Nike,711.67,"A stylish comfortable red sweater from Nike, perfect for everyday wear."
201,Classic Green Coat,Jackets,Gucci,264.63,"A versatile classic green coat from Gucci, perfect for everyday wear."
202,Basic Red Tee,Blouses,Puma,26.21,"A stylish basic red tee from Puma, perfect for everyday wear."
203,Casual Blue Blouse,Underwear,Levi's,37.65,"A stylish casual blue blouse from Levi's, perfect for everyday wear."
204,Sporty Navy Sneakers,Dresses,Levi's,692.83,"A high-quality sporty navy sneakers from Levi's, perfect for everyday wear."
205,Classic Green Dress,Pants,Gap,645.87,"A high-quality classic green dress from Gap, perfect for everyday wear."
206,Comfortable Green Dress,Coats,Forever 21,604.83,"A comfortable comfortable green dress from Forever 21, perfect for everyday wear."
207,Classic Navy Pants,Jeans,Ralph Lauren,610.54,"A versatile classic navy pants from Ralph Lauren, perfect for everyday wear."
208,Stylish Gray Shorts,T-Shirts,Ralph Lauren,714.6,"A versatile stylish gray shorts from Ralph Lauren, perfect for everyday wear."
209,Designer Pink Blouse,Jeans,Banana Republic,200.05,"A comfortable designer pink blouse from Banana Republic, perfect for everyday wear."
210,Casual Gray Pants,T-Shirts,Tommy Hilfiger,81.52,"A comfortable casual gray pants from Tommy Hilfiger, perfect for everyday wear."
211,Premium Green Sneakers,Hats,Tommy Hilfiger,571.32,"A comfortable premium green sneakers from Tommy Hilfiger, perfect for everyday wear."
212,Sporty Gray Sneakers,Blouses,Nike,508.31,"A stylish sporty gray sneakers from Nike, perfect for everyday wear."
213,Designer Gray Necklace,Pants,H&M,503.54,"A comfortable designer gray necklace from H&M, perfect for everyday wear."
214,Elegant Black Shorts,Blouses,Gap,372.62,"A high-quality elegant black shorts from Gap, perfect for everyday wear."
215,Designer Blue Shorts,Hats,H&M,299.59,"A stylish designer blue shorts from H&M, perfect for everyday wear."
216,Classic Pink Jeans,Jeans,Old Navy,185.76,"A high-quality classic pink jeans from Old Navy, perfect for everyday wear."
217,Modern Gray Shorts,Sweaters,Tommy Hilfiger,289.76,"A comfortable modern gray shorts from Tommy Hilfiger, perfect for everyday wear."
218,Basic Blue Pants,Shoes,Banana Republic,492.81,"A versatile basic blue pants from Banana Republic, perfect for everyday wear."
219,Sporty Blue Sneakers,Socks,Gap,642.23,"A comfortable sporty blue sneakers from Gap, perfect for everyday wear."
220,Vintage Pink Sneakers,Underwear,Gap,297.86,"A high-quality vintage pink sneakers from Gap, perfect for everyday wear."
221,Elegant White Coat,Blouses,Puma,788.7,"A versatile elegant white coat from Puma, perfect for everyday wear."
222,Modern Red Cap,Blouses,Uniqlo,786.15,"A stylish modern red cap from Uniqlo, perfect for everyday wear."
223,Sporty Gray Tee,Accessories,Puma,263.89,"A high-quality sporty gray tee from Puma, perfect for everyday wear."
224,Sporty Blue Socks,Blouses,Gap,137.17,"A high-quality sporty blue socks from Gap, perfect for everyday wear."
225,Sporty Gray Jeans,Skirts,Gucci,614.84,"A stylish sporty gray jeans from Gucci, perfect for everyday wear."
226,Elegant Pink Skirt,Accessories,Tommy Hilfiger,772.94,"A comfortable elegant pink skirt from Tommy Hilfiger, perfect for everyday wear."
227,Sporty Navy Jacket,Dresses,Tommy Hilfiger,645.6,"A versatile sporty navy jacket from Tommy Hilfiger, perfect for everyday wear."
228,Casual Red Jeans,Coats,Ralph Lauren,22.15,"A high-quality casual red jeans from Ralph Lauren, perfect for everyday wear."
229,Elegant Green Jeans,Dresses,Tommy Hilfiger,328.94,"A comfortable elegant green jeans from Tommy Hilfiger, perfect for everyday wear."
230,Premium Green Blouse,T-Shirts,Levi's,71.5,"A stylish premium green blouse from Levi's, perfect for everyday wear."
231,Trendy Pink Dress,Skirts,Gucci,466.71,"A versatile trendy pink dress from Gucci, perfect for everyday wear."
232,Vintage Gray Dress,Socks,Gucci,335.39,"A stylish vintage gray dress from Gucci, perfect for everyday wear."
233,Premium Navy Coat,Socks,Levi's,241.06,"A high-quality premium navy coat from Levi's, perfect for everyday wear."
234,Designer Black Bra,Jeans,Nike,742.28,"A high-quality designer black bra from Nike, perfect for everyday wear."
235,Vintage Gray Bra,Blouses,Nike,739.11,"A high-quality vintage gray bra from Nike, perfect for everyday wear."
236,Trendy Black Shorts,Accessories,Gucci,258.35,"A stylish trendy black shorts from Gucci, perfect for everyday wear."
237,Comfortable Green Dress,Blouses,Tommy Hilfiger,464.99,"A high-quality comfortable green dress from Tommy Hilfiger, perfect for everyday wear."
238,Basic Navy Necklace,Shoes,Uniqlo,629.57,"A high-quality basic navy necklace from Uniqlo, perfect for everyday wear."
239,Stylish Blue Jeans,Underwear,Adidas,287.16,"A comfortable stylish blue jeans from Adidas, perfect for everyday wear."
240,Casual Red Blouse,Pants,Tommy Hilfiger,21.47,"A high-quality casual red blouse from Tommy Hilfiger, perfect for everyday wear."
241,Elegant Red Coat,Accessories,Tommy Hilfiger,357.87,"A comfortable elegant red coat from Tommy Hilfiger, perfect for everyday wear."
242,Trendy Red Blouse,Hats,H&M,390.0,"A high-quality trendy red blouse from H&M, perfect for everyday wear."
